title,english_title,romaji_title,genres,rating_anilist,rating_mal,episodes,status,format,season,year,synopsis,studio,source_material,popularity_anilist,mal_members,mal_rank,cover_image_url,start_date,end_date,duration_per_ep,age_rating,mal_id
The Betrayal Knows My Name,The Betrayal Knows My Name,Uragiri wa Boku no Namae wo Shitteiru,Adventure | Drama | Fantasy,6.7,7.23,24.0,FINISHED,TV,SPRING,2010.0,"Sakurai Yuki is an orphan with a mysterious ability. Found near the fence of his current home, the Asahi Orphanage, Yuki strives for independence. The last thing he wants is to be a burden on anybody. His ability makes this nearly impossible, however; whenever he touches someone, he feel their emotions and see the darkness within their hearts and exactly what caused such darkness. Unable to control his ability, Yuki has often made insensitive blunders while trying to empathize with the person he feels pain for. Now, however, with death threats clouding his judgement and his ability increasing immensely, what will happen when a man claiming to be Yuki's older brother appears?",J.C.STAFF,MANGA,15519,109061.0,3881.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx7058-nIFGNo4AjAPB.png,2010-04-12,2010-09-20,23.0,R - 17+ (violence & profanity),7058.0
The Dragon Dentist,The Dragon Dentist,Ryuu no Haisha,Adventure | Fantasy,7.1,7.4,2.0,FINISHED,SPECIAL,WINTER,2017.0,"The story takes place in Dragon Country. Nonoko is a newly appointed dentist and her mission is to protect the dragon, the guardian of the country, from tooth-cavity bacteria. One day, amid increasingly fierce battles with the neighboring country, Nonoko finds on the dragon's tooth an unconscious boy soldier from the enemy country. His name is Bell, and he has been resurrected from inside the tooth by the dragon—a supernatural phenomenon that legend says occurs before a major disaster. As Nonoko and Bell go through a series of fierce battles, they eventually learn to accept their fate.(Source: Official Website)",Studio Khara,ORIGINAL,15515,46021.0,2802.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx87539-TF4agdQizKrh.jpg,2017-02-18,2017-02-25,46.0,PG-13 - Teens 13 or older,34549.0
My Neighbors the Yamadas,My Neighbors the Yamadas,Hoohokekyo Tonari no Yamada-kun,Comedy | Slice of Life,6.9,7.1,1.0,FINISHED,MOVIE,SUMMER,1999.0,"Join in the adventures of the quirky Yamada family -- from the hilarious to the touching -- brilliantly presented in a unique, visually striking comic strip style. Takashi Yamada and his wacky wife Matsuko, who has no talent for housework, navigate their way through the ups and downs of work, marriage and family life with a sharp-tongued grandmother who lives with them, a teenage son who wishes he had cooler parents, and a pesky daughter whose loud voice is unusual for someone so small. Even the family dog has issues! (Source: Disney)",Studio Ghibli,MANGA,15493,54411.0,4706.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx415-6DDsl72NV0cv.png,1999-07-17,1999-07-17,104.0,G - All Ages,415.0
Sword Art Offline II,None,Sword Art Offline II,Comedy,6.1,6.62,9.0,FINISHED,SPECIAL,FALL,2014.0,BD/DVD specials.,A-1 Pictures,LIGHT_NOVEL,15488,67458.0,7522.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21155-cW5V6F8ViSXE.jpg,2014-10-22,2015-06-24,13.0,PG-13 - Teens 13 or older,28063.0
Genocidal Organ,Genocidal Organ,Gyakusatsu Kikan,Action | Psychological | Sci-Fi,6.8,7.16,1.0,FINISHED,MOVIE,WINTER,2017.0,"The war on terror exploded, literally, the day Sarajevo was destroyed by a homemade nuclear device. The leading democracies have transformed into total surveillance states, and the developing world has drowned under a wave of genocides. The mysterious American John Paul seems to be behind the collapse of the world system, and it’s up to intelligence agent Clavis Shepherd to track John Paul across the wreckage of civilizations and to find the true heart of darkness—a genocidal organ. (Source: VIZ Media)",Geno Studio,OTHER,15481,55792.0,4298.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx20919-2gAgdEKPWl6E.jpg,2017-02-03,2017-02-03,114.0,R+ - Mild Nudity,23279.0
Royal Space Force: The Wings of Honnêamise,Royal Space Force: The Wings of Honnêamise,Ouritsu Uchuugun: Honneamise no Tsubasa,Action | Drama | Sci-Fi,7.2,7.54,1.0,FINISHED,MOVIE,SPRING,1987.0,"""I will not give up. I will realize my dream...even if it means death!"" When cadet Shiro Lhadatt signs up with the Royal Space Force, he encounters ridicule and apathy from manipulative leaders and a cynical public. But a chance encounter with a devout young woman spurs Shiro on towards his destiny: to become the first man in space! While military leaders conspire to use the space program to spark an all-out war, Shiro and a team of aging scientists race against time to complete the first launch. (Source: Bandai Visual)",Gainax,ORIGINAL,15479,53071.0,2102.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1034-MaTXyGHuFvbu.png,1987-03-14,1987-03-14,121.0,R+ - Mild Nudity,1034.0
Ghost in the Shell: Arise - Border:1 Ghost Pain,Ghost in the Shell: Arise - Border:1 Ghost Pain,Koukaku Kidoutai ARISE: GHOST IN THE SHELL - border:1 Ghost Pain,Action | Psychological | Sci-Fi | Thriller,7.1,7.41,1.0,FINISHED,MOVIE,SUMMER,2013.0,"The first movie of Ghost in the Shell: Arise. The anime's story is set in 2027, one year after the end of the fourth non-nuclear war. New Port City is still reeling from the war's aftermath when it suffers a bombing caused by a self-propelled mine. Then, a military member implicated in arms-dealing bribes is gunned down. During the investigation, Public Security Section's Daisuke Aramaki encounters Motoko Kusanagi, the cyborg wizard-level hacker assigned to the military's 501st Secret Unit. Batou, a man with the ""eye that does not sleep,"" suspects that Kusanagi is the one behind the bombing. The Niihama Prefectural Police detective Togusa is pursuing his own dual cases of the shooting death and a prostitute's murder. Motoko herself is being watched by the 501st Secret Unit's head Kurutsu and cyborg agents. (Source: Anime News Network)",Production I.G,MANGA,15459,68350.0,2738.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx17187-d1NyuScaQ3Ou.png,2013-06-22,2013-06-22,58.0,R - 17+ (violence & profanity),17187.0
MoonPhase,MoonPhase,Tsukuyomi: MOON PHASE,Comedy | Romance | Supernatural,6.5,6.98,25.0,FINISHED,TV,FALL,2004.0,"Morioka Kouhei wants to become a photographer. Unfortunately, he has the tendency to unintentionally capture the images of ghosts on film. One day, he visits an old castle in Germany where he meets a vampire girl, Hazuki. It turns out that Hazuki is confined in the castle against her will. She tries to turn Kouhei into her slave by sucking his blood, with the intent to have him break the device sealing her in the castle. Although Kouhei proves to be immune to the vampire's curse, he is eventually forced to help her. Hazuki successfully escapes from the castle and leaves for Japan to look for her mother. When she arrives in Japan, she goes to Kohei's house where he lives with his grandfather, who agrees to take in the girl. Due to his own childhood experiences, the sympathetic Kouhei agrees to aid Hazuki in her quest. However, other vampires, including Elfried and Count Kinkell, manage to track Hazuki to Japan. They will stop at nothing to retrieve her. (Source: AnimeNfo)",Shaft,MANGA,15449,82257.0,5352.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx343-DoAaLkY3ukNe.jpg,2004-10-04,2005-03-28,24.0,PG-13 - Teens 13 or older,343.0
Nyaruko-san: Another Crawling Chaos F,Nyaruko-san: Another Crawling Chaos F,Haiyore! Nyaruko-san F,Comedy | Romance | Sci-Fi,7.2,7.42,1.0,FINISHED,OVA,SPRING,2015.0,,Xebec,LIGHT_NOVEL,15448,61297.0,2664.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20824-ARIVkvWl0OQj.jpg,2015-06-19,2015-06-19,27.0,PG-13 - Teens 13 or older,26023.0
The Irresponsible Captain Tylor,The Irresponsible Captain Tylor,Musekinin Kanchou Tylor,Adventure | Comedy | Sci-Fi,7.5,7.92,26.0,FINISHED,TV,WINTER,1993.0,"Justy Ueki Tylor had his life all planned out: join the military, get a cushy desk job, and then retire with a big fat pension check. The perfect plan... until he wandered into a hostage situation and somehow managed to save an admiral! Now Tylor - a man who wouldn't know what discipline was if it bit him on the backside - has been made Captain of the space cruiser Soyokaze. The crew of this run-down ship is the craziest rag-tag team of misfits you're ever likely to see, and they're not too fond of their complacent new leader. But they'd better learn to work together, because they're about to go head to head with the mighty Raalgon Empire. For better or for worse, the Earth's fate has been placed in the hands of a man who's either a total idiot - or an absolute genius! (Source: RightStuf)",Tatsunoko Production,LIGHT_NOVEL,15438,55645.0,902.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx569-xlw4m3TkFBll.png,1993-01-25,1993-07-19,24.0,PG-13 - Teens 13 or older,569.0
Magical Girl Lyrical Nanoha A's,Magical Girl Lyrical Nanoha A's,Mahou Shoujo Lyrical Nanoha A's,Action | Comedy | Drama | Fantasy | Mahou Shoujo,7.8,7.99,13.0,FINISHED,TV,FALL,2005.0,"After the events of the Lost Logia case, Nanoha waits patiently for the day she can reunite with her newfound friend, Fate. Although being an exceptionally powerful mage, Nanoha spends her days normally with her friends on Earth. But peace is once again suddenly shattered, as Nanoha is without warning attacked by a powerful mage. A group of violent mages have been attacking anything with magic power for their own goals. Nanoha and Fate, along with their friends Yuuno, Arf, Chrono and the Space/Time Administration Bureau must once more band together to stop these renegade mages from hurting anyone or anything else. Takes place after the first season of Lyrical Nanoha.",Seven Arcs,ORIGINAL,15424,70091.0,778.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx77-SwBCj7R1enWi.png,2005-10-02,2005-12-25,25.0,PG-13 - Teens 13 or older,77.0
Yuki Yuna is a Hero: The Hero Chapter,Yuki Yuna is a Hero: The Hero Chapter,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,Action | Drama | Fantasy | Mahou Shoujo | Psychological | Slice of Life,7.6,7.73,6.0,FINISHED,TV,FALL,2017.0,"The second season of Yuuki Yuuna wa Yuusha de Aru. Having fulfilled their destiny during the events of Yuuki Yuuna wa Yuusha de Aru, Sanshu Middle School's Hero Club—consisting of Yuuna Yuuki, Karin Miyoshi, and siblings Fuu and Itsuki Inubouzaki—is back in full swing, helping out those in need wherever they can. They have also gained a new member, a hero from the past named Sonoko Nogi. But eventually they notice that someone who should be among them, Mimori Tougou, is missing; any trace of her existence is completely gone, save for the girls' memories. With no leads on Tougou's whereabouts, the girls regain the ability to transform and begin the desperate search for their lost friend. But what they find is more shocking than any of them could ever have imagined, and the consequences of their actions begin to change life as they know it. (Source: MAL Rewrite)",Studio Gokumi,ORIGINAL,15422,45622.0,1398.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx97769-q6mu5EiniVZe.png,2017-11-25,2018-01-06,24.0,PG-13 - Teens 13 or older,34445.0
H2O: Footprints in the Sand,H2O: Footprints in the Sand,H2O: FOOTPRINTS IN THE SAND,Romance,6.4,7.01,12.0,FINISHED,TV,WINTER,2008.0,"Takuma Hirose is a blind young male high school student, though the cause for his blindness is undetermined. In order to heal his medical condition, he is sent to live in a village with his uncle. There, he meets several girls, three of which stand out more than any of the others. They are Hayami Kohinata, Hinata Kangura, and Otoha. Otoha temporarily heals his blindness and Hirose uses his sight to help others. He finds out that, for some reason, Hayami Kohinata is hated in the village, and he tries his best to help her out. Meanwhile, many sad secrets unfold in the village...",ZEXCS,VISUAL_NOVEL,15419,101301.0,5180.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx3299-E3PTKYMS6DnB.png,2008-01-04,2008-03-21,24.0,PG-13 - Teens 13 or older,3299.0
Tawawa on Monday Specials,Tawawa on Monday Specials,Getsuyoubi no Tawawa Specials,Ecchi | Slice of Life,6.3,6.57,2.0,FINISHED,SPECIAL,FALL,2016.0,Two special episodes of Getsuyoubi no Tawawa included in BD. 1. Ukkarimono daga Aisare Jouzu no Kawaii Kouhai 2. Ai-chan to Private Film,PINE JAM,OTHER,15414,47546.0,7799.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx98060-xRrLjy5xnIDd.jpg,2016-12-29,2016-12-29,6.0,PG-13 - Teens 13 or older,34481.0
Origin: Spirits of the Past,Origin: Spirits of the Past,Giniro no Kami no Agito,Adventure | Drama | Fantasy | Romance | Sci-Fi,6.5,7.05,1.0,FINISHED,MOVIE,WINTER,2006.0,"Long ago, the Forest was awakened and the Moon unleashed a ravenous Beast upon the Earth. Centuries later, as humanity struggle to coexist with the Forest, Agito revives slumbering Toola, who calls forth ancient technology to reshape the future from the ashes of the past. With the blessing of the Forest, Agito must save Toola from herself in order to rescue them all. (Source: Crunchyroll)",GONZO,ORIGINAL,15404,78135.0,4951.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1140-5SWhZ6CkGCZw.png,2006-01-07,2006-01-07,94.0,PG-13 - Teens 13 or older,1140.0
Gunslinger Stratos,Gunslinger Stratos,Gunslinger Stratos: THE ANIMATION,Action | Sci-Fi,5.4,6.06,12.0,FINISHED,TV,SPRING,2015.0,"A.D. 2115—the island nation once called Japan is now known as the “17th Far East Imperial City Management District.” The citizens were promised a life of peace in exchange for some of the comfort they were used to having. People believed their lives would never change and tomorrow will be the same as today. No one suspected the impending doom which their society was about to face. “Degradation”—a rare disease which led to the total disintegration of the human body to a mere pile of sand was slowly but surely spreading throughout the world. Tohru Kazasumi, an ordinary student becomes embroiled in a multi universal battle between his world and the parallel world of “Frontier S (Stratos).” This meant that Tohru must fight himself from an alternate world. Their futures collide as their paths cross. Will both worlds ever find peace? (Source: Crunchyroll)",A-1 Pictures,VIDEO_GAME,15390,74717.0,10740.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20979-oa98TmrPZ7GV.png,2015-04-04,2015-06-20,23.0,PG-13 - Teens 13 or older,28791.0
Hajime no Ippo: The Fighting! - Boxer's Fist,Hajime no Ippo: The Fighting! - Boxer's Fist,Hajime no Ippo: THE FIGHTING! Boxer no Kobushi,Comedy | Drama | Sports,7.9,8.09,1.0,FINISHED,SPECIAL,SPRING,2003.0,A special episode included in the DVDs. It tells how Takamura started boxing.,,MANGA,15357,63566.0,615.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/12069-8iXSMYNyflIV.jpg,2003-03-21,2003-03-21,23.0,PG-13 - Teens 13 or older,12069.0
GYO: Tokyo Fish Attack,GYO: Tokyo Fish Attack,Gyo,Drama | Horror | Mystery | Psychological | Sci-Fi,4.7,5.32,1.0,FINISHED,OVA,WINTER,2012.0,"Something in Okinawa reeks, and it isn't long before Kaori and her friends realize that the smell is coming from dead fish, which are walking out of the sea. The fish are fused to metal legs and are infected with a disease contractable by humans that was invented as a weapon by unknown sources. After what happens to Tadashi, Kaori finds herself in a new world very much like the old one but with the stench of death.",ufotable,MANGA,15344,66565.0,13768.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx10417-0tPSLVLmnLZY.jpg,2012-02-15,2012-02-15,70.0,R+ - Mild Nudity,10417.0
